minsplit,maxdepth,CP,nsplit,rel error,xerror,xstd
21,30,0.0181887244195162,7,0.33904355594786,0.524510500563384,0.0375229317935287
22,30,0.0158227715837251,8,0.320854831528344,0.522920145617243,0.0383617729908492
23,30,0.01,13,0.253171176697124,0.487546957698436,0.0328768998249191
24,30,0.0133326684045915,11,0.277823638581874,0.509252239369773,0.0356144603132845
25,30,0.01,13,0.253171176697124,0.510089221890234,0.0347048867089926
26,30,0.0113197934801584,12,0.264490970177282,0.562169328530142,0.0382651115420701
27,30,0.0243740855494423,5,0.386279040961935,0.532922919664386,0.0403659215720422
28,30,0.0138207363616421,9,0.305032059944618,0.502278617607921,0.035330957356828
29,30,0.0158227715837251,8,0.320854831528344,0.49339879319198,0.0352766631058617
30,30,0.01,12,0.266503845101715,0.507147425379499,0.0352629581863843
31,30,0.01,12,0.266503845101715,0.478061349223216,0.0316073027589069
32,30,0.0113197934801584,11,0.277823638581874,0.496386190440919,0.0345711932575071
33,30,0.01,12,0.266503845101715,0.523255755029082,0.0340916827545167
34,30,0.0133876850011026,10,0.291211323582976,0.524462583435841,0.0370266323163222
35,30,0.0181887244195162,7,0.33904355594786,0.518206175640013,0.0386772777734402
36,30,0.0138207363616421,9,0.305032059944618,0.507819989353186,0.0363374526756411
37,30,0.01,12,0.266503845101715,0.523385023401514,0.0394108820055031
38,30,0.0158227715837251,8,0.320854831528344,0.528193483116221,0.0350689744462998
39,30,0.01,12,0.266503845101715,0.491667891700049,0.0348010560183761
40,30,0.0138207363616421,9,0.305032059944618,0.512540438270807,0.0374340017123467
20,31,0.01,13,0.253171176697124,0.54781921886097,0.0420789652496276
21,31,0.01,13,0.253171176697124,0.499869240501202,0.0317069027450933
22,31,0.0158227715837251,8,0.320854831528344,0.51394702473703,0.0342942581575315
23,31,0.0138207363616421,9,0.305032059944618,0.515168067278252,0.0353453593784175
24,31,0.01,13,0.253171176697124,0.54055424755141,0.0365222144457659
25,31,0.0158227715837251,8,0.320854831528344,0.51421399709124,0.0366005939288692
26,31,0.0138207363616421,9,0.305032059944618,0.530131728744915,0.0379977501505642
27,31,0.01,13,0.253171176697124,0.469243331217557,0.0332219184353569
28,31,0.0243740855494423,5,0.386279040961935,0.535921724930947,0.036375784057054
29,31,0.01,12,0.266503845101715,0.506112076253972,0.0327076648778924
30,31,0.0113197934801584,11,0.277823638581874,0.526955445688333,0.0362120102354857
31,31,0.0228613994646326,6,0.361904955412492,0.50688954973759,0.035787576330499
32,31,0.01,12,0.266503845101715,0.519512232162026,0.0383758773983586
33,31,0.01,12,0.266503845101715,0.512628069083803,0.0376902393521544
34,31,0.0138207363616421,9,0.305032059944618,0.511453187139742,0.0341025659809122
35,31,0.0228613994646326,6,0.361904955412492,0.501991321691394,0.03790789768657
36,31,0.01,12,0.266503845101715,0.523519787975569,0.0415199419281279
37,31,0.0113197934801584,11,0.277823638581874,0.520703616186838,0.0346736195532061
38,31,0.01,12,0.266503845101715,0.505562194511468,0.0348708863252553
39,31,0.0133876850011026,10,0.291211323582976,0.502531424829685,0.0344089493822511
40,31,0.01,12,0.266503845101715,0.53538300849862,0.0375434677993236
20,32,0.0113197934801584,12,0.264490970177282,0.501743738314744,0.0367174181937011
21,32,0.0228613994646326,6,0.361904955412492,0.483203532476379,0.0341063015916224
22,32,0.0158227715837251,8,0.320854831528344,0.4986242147142,0.0380607707024097
23,32,0.0133876850011026,10,0.291211323582976,0.516551590316465,0.0335799516674474
24,32,0.01,13,0.253171176697124,0.479853381138997,0.0338905623234096
25,32,0.01,13,0.253171176697124,0.504700787542379,0.0369360367378436
26,32,0.0228613994646326,6,0.361904955412492,0.518711230455509,0.0388577377127583
27,32,0.0138207363616421,9,0.305032059944618,0.509789161270476,0.0377255473446549
28,32,0.0158227715837251,8,0.320854831528344,0.525383581661297,0.0383965794774937
29,32,0.01,12,0.266503845101715,0.53595311419478,0.0375938034864228
30,32,0.0113197934801584,11,0.277823638581874,0.492721471819321,0.0331343177953181
31,32,0.0138207363616421,9,0.305032059944618,0.499936178425232,0.03282344353839
32,32,0.0158227715837251,8,0.320854831528344,0.51532607403543,0.0378946286101733
33,32,0.0181887244195162,7,0.33904355594786,0.522089247000904,0.035738812281959
34,32,0.0158227715837251,8,0.320854831528344,0.494581226133314,0.0350913849980917
35,32,0.01,12,0.266503845101715,0.492734472114699,0.034355254059166
36,32,0.0138207363616421,9,0.305032059944618,0.519966650152909,0.0364592363965861
37,32,0.0113197934801584,11,0.277823638581874,0.485753449136792,0.0321028107650193
38,32,0.01,12,0.266503845101715,0.533071807297146,0.0375879884078475
